index,Vkey,VPsize,Information Retrieval,H-Index,Citations,Qualis,World Wide Web,Computer graphics (images),Operating system,Algorithm,Database,Computer network,Data mining,Programming language,Machine learning,Computer vision,Natural language processing,Computer hardware,Pattern recognition,Embedded system,Simulation,Internet privacy,Artificial intelligence,Human-computer interaction,Speech recognition,Parallel computing,Distributed computing,Computer architecture,Computational biology,Real-time computing,Computational science,Data science,Information retrieval,Theoretical computer science,Management science,Cognitive science,Operations research,Computer security,Bioinformatics,Multimedia,Mathematical optimization,Knowledge management,Telecommunications
1505,journals/ijapuc,127.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,journals/ivs,309.0,,,5033.0,B1,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,32.0,,24.0,
1507,conf/red,32.0,,11.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,journals/jet,1697.0,,45.0,99914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,conf/fgit,1365.0,,13.0,972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,conf/bigdata,193.0,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,journals/cp,462.0,,20.0,5045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,journals/aires,67.0,,36.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,conf/iwann,2117.0,,15.0,7383.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,journals/mia,1047.0,,47.0,45369.0,A1,,60.0,,,,,,,96.0,96.0,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,
1515,journals/displays,421.0,,,1903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,journals/oir,786.0,,28.0,15083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,journals/jaihc,250.0,,12.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,journals/fi,197.0,,,718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,conf/iceccs,751.0,,15.0,5045.0,B1,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,conf/icann,2661.0,,14.0,16880.0,B1,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,63.0,,
1521,conf/isvlsi,968.0,,15.0,4586.0,B1,,,,,,,,,,,,,,,,,,,,73.0,,40.0,,,,,,,,,,,,,,,
1522,conf/wsfm,103.0,,,1956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,journals/envsoft,2352.0,,,43260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,conf/wes,35.0,,,983.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,conf/eidwt,225.0,,6.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,journals/jetc,250.0,,,1305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,conf/icwn,839.0,,7.0,1857.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,conf/icwca,49.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,journals/sigplan,1464.0,,,13345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,journals/ijguc,153.0,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,conf/rtas,678.0,,,14567.0,A2,,,45.0,,,50.0,,42.0,,,,,,,,,,,,96.0,54.0,,,54.0,,,,,,,,,,,,,
1532,conf/esscirc,364.0,,19.0,211.0,,,,,,,,,,,,,170.0,,170.0,,,,,,,,,,,,,,,,,,,,,,,
1533,conf/issre,1189.0,,18.0,12276.0,A2,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,conf/ictac,322.0,,11.0,5808.0,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,journals/ijbra,365.0,,,994.0,B3,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,
1536,conf/humanoids,1118.0,,23.0,10515.0,B2,,,,,,,,,,,,,,,324.0,,324.0,,,,,,,,,,,,,18.0,,,,,,,
1537,journals/iajit,683.0,,,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,conf/iwsda,105.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,conf/esws,1308.0,,38.0,12532.0,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,journals/ejisec,88.0,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,conf/drmtics,27.0,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,journals/bell,783.0,,17.0,5093.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,journals/itsm,205.0,,,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,journals/amco,294.0,,,907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,
1545,journals/tlt,254.0,,,1704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,conf/icumt,1011.0,,16.0,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
1547,conf/ectel,839.0,,17.0,2707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,journals/siamrev,1823.0,,33.0,154236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,journals/disopt,377.0,,,13666.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,
1550,journals/information,150.0,,93.0,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,conf/iov,42.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,journals/ce,2554.0,,,50227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,
1553,journals/ijhpca,787.0,,,31963.0,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,
1554,conf/mobiwac,245.0,,9.0,748.0,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,journals/jota,917.0,,,3774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,journals/stt,827.0,,,805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,conf/apbc,240.0,,,2053.0,,43.0,,,,,,48.0,,,,,,,,,,,,,,,,45.0,,,,,,,,,,16.0,,,,
1558,conf/nsw,31.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,journals/dt,1487.0,,,29710.0,,,,,,,,,,,,,36.0,,36.0,,,,,,105.0,,36.0,,,,,,,,,,,,,,,
1560,conf/seta,205.0,,2.0,853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,
1561,homepages/48,11046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,journals/ijcga,703.0,,,11686.0,B1,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,
1563,reference/snam,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,conf/syroco,146.0,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,conf/acivs,732.0,,13.0,1893.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,journals/ol,787.0,,22.0,6148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,
1567,conf/sensecam,20.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,conf/aaecc,563.0,,,7292.0,B2,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,
1569,journals/jip,408.0,,15.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,conf/isita,357.0,,8.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,
1571,journals/mlc,258.0,,,2277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,journals/jaciii,1536.0,,,2889.0,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,
1573,journals/jors,1158.0,,,9380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,142.0,,,,,,
1574,conf/wis,65.0,,4.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,conf/formats,268.0,,12.0,3792.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,conf/mediaeval,282.0,,11.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,conf/estimedia,236.0,,,653.0,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,conf/adhoc-now,393.0,,,1945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,journals/amm,140.0,,,451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,conf/i-semantics,244.0,,17.0,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,journals/candc,1888.0,,,21272.0,A2,69.0,,,,,,71.0,,,,,,,,,,,,,,,,47.0,,,43.0,,,,,,,34.0,,,,
1582,conf/aaim,368.0,,9.0,2326.0,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,conf/hvc,217.0,,,1869.0,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,conf/icas,283.0,,8.0,1157.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,conf/icls,612.0,,10.0,1183.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,
1586,conf/fpl,2396.0,,22.0,18654.0,A2,,,,,,,,,,,,7.0,,7.0,,,,,,83.0,,,,,70.0,,,,,,,,,,,,
1587,journals/ijnmc,52.0,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,conf/ahs,529.0,,12.0,1444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,journals/ejis,722.0,,,30545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,
1590,conf/sdl,215.0,,,1438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,journals/ijicst,36.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,journals/qic,801.0,,25.0,8584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,journals/ase,399.0,,,14979.0,B2,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,journals/jisec,70.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,conf/icsr,317.0,,9.0,2624.0,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,conf/rita,187.0,,3.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,conf/paap,167.0,,6.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,journals/percom,555.0,,31.0,5536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,journals/joeuc,244.0,,,1830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,journals/ijces,262.0,,,1360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,conf/ondm,328.0,,,1184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,conf/fpt,927.0,,16.0,7545.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,
1603,conf/splc,893.0,,,6945.0,,,,,,,,,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,conf/aiccsa,1312.0,,,3201.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,conf/pppj,295.0,,,1158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,conf/i3e,586.0,,,88843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,
1607,journals/eetws,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,conf/broadband,202.0,,,1550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,journals/ijgs,472.0,,,2376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,conf/cgvr,137.0,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,conf/iq,493.0,,,2486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,journals/isb,458.0,,,6841.0,,44.0,,,,,,46.0,,,,,,,,,,,,,,,,45.0,,,,,,,,,,64.0,,,,
1613,conf/msv,401.0,,28.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,journals/software,2829.0,,,103570.0,A1,,,153.0,,,,,345.0,,,,,,,,105.0,,33.0,,,,123.0,,,,,,,24.0,,,,,38.0,,36.0,
1615,journals/amcs,499.0,,,2366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,conf/ciarp,1247.0,,10.0,2173.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,journals/dsj,498.0,,26.0,16324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,
1618,conf/ic2e,214.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,journals/chb,2960.0,,,44057.0,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,
1620,conf/fccm,988.0,,20.0,22637.0,A2,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,
1621,conf/3pgcic,449.0,,9.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,conf/fpga,1075.0,,26.0,18539.0,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,journals/mansci,2100.0,,62.0,125312.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,40.0,,,,,,
1624,conf/cars,949.0,,23.0,2915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,conf/cases,506.0,,17.0,6500.0,A2,,,,,,,,,,,,,,,,,,,,87.0,,78.0,,,,,,,,,,,,,,,
1626,journals/air,801.0,,22.0,25738.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,
1627,conf/ices,371.0,,36.0,6497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,journals/esl,148.0,,,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,journals/jcnc,209.0,,,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,journals/jcheminf,660.0,,23.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,17.0,,,,
1631,journals/josis,56.0,,,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,conf/hotcloud,142.0,,,1151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,journals/mmas,425.0,,,3220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,conf/rsp,715.0,,11.0,3567.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,journals/tr,1266.0,,,18147.0,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,
1636,conf/hldvt,361.0,,9.0,1788.0,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,journals/msom,382.0,,49.0,7891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,conf/feedback,24.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,journals/jwe,261.0,,,1057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,homepages/10,11030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,conf/icgse,394.0,,18.0,1805.0,B2,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,conf/ipmi,618.0,,21.0,16409.0,,,44.0,,,,,,,55.0,55.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,
1643,journals/jkm,946.0,,,50862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,conf/aPcsac,331.0,,,952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,journals/jolpe,515.0,,,561.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,journals/imamci,391.0,,,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,
1647,conf/cnhpca,81.0,,,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,conf/mobilecloud,39.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,journals/moc,2235.0,,34.0,63717.0,A2,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,conf/iastedCI,172.0,,27.0,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,conf/cic,240.0,,6.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,journals/jds,331.0,,5.0,1690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,
1653,journals/csl,671.0,,,19176.0,,,,,,,,,,,,62.0,,,,,,,,154.0,,,,,,,,,,,,,,,,,,
1654,conf/waw,137.0,,,1797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,conf/isorc,963.0,,,8798.0,B1,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,journals/intr,662.0,,49.0,27143.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,journals/mktsci,521.0,,45.0,15994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,conf/icfce,151.0,,4.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,conf/icetc,86.0,,12.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,conf/hotstorage,67.0,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,conf/pdp,1667.0,,19.0,8185.0,B1,,,,,,,,,,,,,,,,,,,,64.0,,,,,217.0,,,,,,,,,,,,
1662,conf/iwaenc,153.0,,,29.0,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,
1663,conf/mdai,354.0,,7.0,1209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,conf/eusflat,1387.0,,13.0,3148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,
1665,journals/widm,145.0,,18.0,46163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,journals/ijar,1608.0,,,33706.0,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,
1667,conf/ijcci,736.0,,8.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,conf/ifsa,523.0,,3.0,1281.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,conf/foci,157.0,,,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,conf/iv,1839.0,,12.0,7547.0,B1,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,
1671,journals/tec,864.0,,,107844.0,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,
1672,journals/ese,515.0,,,13005.0,A2,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,series/sfsc,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,journals/ijcia,355.0,,,3341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,conf/wcci,34.0,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,journals/afs,159.0,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,conf/profes,532.0,,10.0,2328.0,B1,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,journals/ijcini,171.0,,,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,conf/nci,95.0,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,conf/wilf,290.0,,8.0,1437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,journals/acisc,131.0,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,conf/wirn,386.0,,6.0,1105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,
1683,journals/fodm,314.0,,18.0,4361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,journals/ijkesdp,91.0,,,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,conf/is,384.0,,31.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,conf/iicai,868.0,,6.0,1286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,conf/birthday,2923.0,,27.0,24119.0,,,,,35.0,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,
1688,conf/softco,65.0,,,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,conf/somet,376.0,,,2465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,conf/flairs,2171.0,,15.0,10104.0,B1,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,27.0,,,,,,,
1691,journals/ijhis,219.0,,,748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,series/asc,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,conf/icsecs,185.0,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,conf/iccta,126.0,,,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,conf/iccci,637.0,,14.0,1098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,journals/artmed,1222.0,,,27093.0,A2,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,6.0,,,,
1697,conf/dft,1097.0,,,5613.0,B1,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,,,,,,,,,,,
1698,conf/ecms,614.0,,10.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,journals/kes,298.0,,,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,journals/ijssci,121.0,,,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,conf/ewimt,60.0,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,conf/metrics,307.0,,23.0,6848.0,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,conf/premi,498.0,,,1399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,journals/swevo,144.0,,,1641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,conf/cisim,311.0,,8.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,conf/gefs,58.0,,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,journals/biosystems,997.0,,46.0,8011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,journals/cas,789.0,,15.0,6488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,journals/taas,201.0,,,2344.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,conf/icaisc,1222.0,,13.0,2899.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,reference/complexity,593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,conf/fuzzy,428.0,,,2327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,journals/mvl,505.0,,,883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,conf/ht,1097.0,,20.0,31272.0,,78.0,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,23.0,,23.0,
1715,journals/jot,794.0,,,5597.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,conf/iccps,211.0,,,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,conf/recsys,669.0,43.0,,6329.0,B1,,,,,,,44.0,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,
1718,conf/db-workshops,206.0,,,14026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,reference/ml,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,conf/ds,282.0,,44.0,7272.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,books/mit/fayyadPSU96,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,conf/dis,706.0,,12.0,4812.0,A2,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,
1723,journals/tmis,98.0,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,
1724,conf/dcoss,482.0,,20.0,3451.0,,,,,,,,,,,,,,,,,,,,,,52.0,,,52.0,,,,,,,,,,,,,
