Name	Link	NCits_list	NPubs_list	ShortName
Toxicology	/Journal/8324/toxicology	7870	71	
PLOS Genetics	/Journal/7787/plos-genet-plos-genetics	4467	71	PLOS GENET
Annals of Botany	/Journal/8711/ann-bot-annals-of-botany	4209	71	ANN BOT
Cytometry	/Journal/7642/cytometry	3781	71	
Oikos	/Journal/6143/oikos	2889	71	
Protein Engineering Design & Selection	/Journal/1788/protein-eng-des-sel-protein-engineering-design-&-selection	2691	71	PROTEIN ENG DES SEL
Ecosystems	/Journal/5989/ecosystems	1145	71	
Cladistics	/Journal/1545/cladistics	1013	71	
International Review of Cytology-a Survey of Cell Biology	/Journal/7720/int-rev-cytol-international-review-of-cytology-a-survey-of-cell-biology	897	71	INT REV CYTOL
Molecular and Biochemical Parasitology	/Journal/7515/mol-biochem-parasitol-molecular-and-biochemical-parasitology	5499	70	MOL BIOCHEM PARASITOL
Aquatic Toxicology	/Journal/8744/aquat-toxicol-aquatic-toxicology	3349	70	AQUAT TOXICOL
Environmental Microbiology	/Journal/6010/environ-microbiol-environmental-microbiology	2334	70	ENVIRON MICROBIOL
Current Opinion in Chemical Biology	/Journal/1558/curr-opin-chem-biol-current-opinion-in-chemical-biology	1634	70	CURR OPIN CHEM BIOL
Critical Reviews in Toxicology	/Journal/8166/crit-rev-toxicol-critical-reviews-in-toxicology	647	70	CRIT REV TOXICOL
Theriogenology	/Journal/9374/theriogenology	11719	69	
Chemical Research in Toxicology	/Journal/8156/chem-res-toxicol-chemical-research-in-toxicology	3889	69	CHEM RES TOXICOL
Fems Microbiology Ecology	/Journal/7462/fems-microbiol-ecol-fems-microbiology-ecology	3654	69	FEMS MICROBIOL ECOL
Yeast	/Journal/7546/yeast	2951	69	
Annals of Human Genetics	/Journal/7562/ann-hum-genet-annals-of-human-genetics	2742	69	ANN HUM GENET
Journal of Structural Biology	/Journal/1710/j-struct-biol-journal-of-structural-biology	2683	69	J STRUCT BIOL
Enzyme and Microbial Technology	/Journal/1582/enzyme-microb-technol-enzyme-and-microbial-technology	6637	68	ENZYME MICROB TECHNOL
Ices Journal of Marine Science	/Journal/8969/ices-j-mar-sci-ices-journal-of-marine-science	4442	68	ICES J MAR SCI
Nature Structural & Molecular Biology	/Journal/1750/nat-struct-mol-biol-nature-structural-&-molecular-biology	1972	68	NAT STRUCT MOL BIOL
Journal of Animal Ecology	/Journal/9025/j-anim-ecol-journal-of-animal-ecology	1554	68	J ANIM ECOL
Archives of Virology	/Journal/7443/arch-virol-archives-of-virology	9747	67	ARCH VIROL
Histochemistry and Cell Biology	/Journal/7704/histochemistry-cell-biol-histochemistry-and-cell-biology	7707	67	HISTOCHEMISTRY CELL BIOL
Plant Science	/Journal/9288/plant-sci-plant-science	6344	67	PLANT SCI
Genes Chromosomes & Cancer	/Journal/3229/gene-chromosome-cancer-genes-chromosomes-&-cancer	3033	67	GENE CHROMOSOME CANCER
Microbes and Infection	/Journal/6685/microbes-infect-microbes-and-infection	2691	67	MICROBES INFECT
Microbial Ecology	/Journal/6129/microbial-ecol-microbial-ecology	2644	67	MICROBIAL ECOL
Behavioral Ecology	/Journal/8780/behav-ecol-behavioral-ecology	2179	67	BEHAV ECOL
Journal of Neurocytology	/Journal/7994/j-neurocytol-journal-of-neurocytology	2152	67	J NEUROCYTOL
Landscape Ecology	/Journal/6123/landscape-ecol-landscape-ecology	1578	67	LANDSCAPE ECOL
Journal of Applied Ecology	/Journal/6072/j-appl-ecol-journal-of-applied-ecology	1547	67	J APPL ECOL
Trends in Molecular Medicine	/Journal/4392/trends-mol-med-trends-in-molecular-medicine	1263	67	TRENDS MOL MED
Cell Metabolism	/Journal/7603/cell-metab-cell-metabolism	983	67	CELL METAB
Biochimica Et Biophysica Acta	/Journal/14077/biochimica-et-biophysica-acta	8705	66	
Journal of The Marine Biological Association of The United Kingdom	/Journal/9089/j-mar-biol-assn-uk-journal-of-the-marine-biological-association-of-the-united-kingdom	6412	66	J MAR BIOL ASSN UK
Immunogenetics	/Journal/6641/immunogenetics	5271	66	
Continental Shelf Research	/Journal/8854/cont-shelf-res-continental-shelf-research	4305	66	CONT SHELF RES
Mechanisms of Ageing and Development	/Journal/7746/mech-age-dev-mechanisms-of-ageing-and-development	4240	66	MECH AGE DEV
Journal of Microbiological Methods	/Journal/7493/j-microbiol-meth-journal-of-microbiological-methods	3862	66	J MICROBIOL METH
Differentiation	/Journal/7652/differentiation	2854	66	
Journal of Hazardous Materials	/Journal/5541/j-hazard-mater-journal-of-hazardous-materials	12855	65	J HAZARD MATER
Journal of Biotechnology	/Journal/1661/j-biotechnol-journal-of-biotechnology	9015	65	J BIOTECHNOL
Canadian Journal of Microbiology	/Journal/7447/can-j-microbiol-canadian-journal-of-microbiology	8558	65	CAN J MICROBIOL
Journal of Medical Virology	/Journal/7490/j-med-virol-journal-of-medical-virology	6381	65	J MED VIROL
Antonie Van Leeuwenhoek International Journal of General and Molecular Microbiology	/Journal/7439/anton-leeuwenhoek-int-j-gen-m-antonie-van-leeuwenhoek-international-journal-of-general-and	5040	65	ANTON LEEUWENHOEK INT J GEN M
Developmental Dynamics	/Journal/7649/develop-dynam-developmental-dynamics	3797	65	DEVELOP DYNAM
Tissue Engineering	/Journal/7810/tissue-eng-tissue-engineering	1959	65	TISSUE ENG
Journal of Chemical Ecology	/Journal/6076/j-chem-ecol-journal-of-chemical-ecology	6068	64	J CHEM ECOL
Geotechnique	/Journal/5288/geotechnique	3569	64	
Microscopy Research and Technique	/Journal/1732/microsc-res-technique-microscopy-research-and-technique	3471	64	MICROSC RES TECHNIQUE
Cellular Signalling	/Journal/7610/cell-signal-cellular-signalling	3057	64	CELL SIGNAL
Critical Reviews in Plant Sciences	/Journal/8859/crit-rev-plant-sci-critical-reviews-in-plant-sciences	725	64	CRIT REV PLANT SCI
Annual Review of Ecology Evolution and Systematics	/Journal/5914/annu-rev-ecol-evol-syst-annual-review-of-ecology-evolution-and-systematics	213	64	ANNU REV ECOL EVOL SYST
Journal of Zoology	/Journal/9150/j-zool-journal-of-zoology	11114	63	J ZOOL
Cellular Immunology	/Journal/6613/cell-immunol-cellular-immunology	9542	63	CELL IMMUNOL
Genetics Research	/Journal/7689/genet-res-genetics-research	3253	63	GENET RES
Photosynthesis Research	/Journal/9244/photosynth-res-photosynthesis-research	3091	63	PHOTOSYNTH RES
Journal of Evolutionary Biology	/Journal/1677/j-evolution-biol-journal-of-evolutionary-biology	2818	63	J EVOLUTION BIOL
Methods	/Journal/1730/methods	2428	63	
Functional Ecology	/Journal/6034/funct-ecol-functional-ecology	1756	63	FUNCT ECOL
Toxicon	/Journal/8325/toxicon	9250	62	
Botany-botanique	/Journal/8807/botany-botany-botanique	8891	62	BOTANY
Journal of Morphology	/Journal/1692/j-morphol-journal-of-morphology	6237	62	J MORPHOL
Molecular Pharmacology	/Journal/8275/mol-pharmacol-molecular-pharmacology	3089	62	MOL PHARMACOL
Cell Calcium	/Journal/7597/cell-calcium	2590	62	
Journal of Mathematical Biology	/Journal/7252/j-math-biol-journal-of-mathematical-biology	2090	62	J MATH BIOL
Matrix Biology	/Journal/1724/matrix-biology	1889	62	
Seminars in Cell & Developmental Biology	/Journal/7804/semin-cell-dev-biol-seminars-in-cell-&-developmental-biology	1460	62	SEMIN CELL DEV BIOL
Journal of Insect Physiology	/Journal/9079/j-insect-physiol-journal-of-insect-physiology	8031	61	J INSECT PHYSIOL
Ibis	/Journal/8968/ibis	7394	61	
Estuarine Coastal and Shelf Science	/Journal/8898/estuar-coast-shelf-sci-estuarine-coastal-and-shelf-science	6336	61	ESTUAR COAST SHELF SCI
Molecular Reproduction and Development	/Journal/7771/mol-reprod-dev-molecular-reproduction-and-development	4092	61	MOL REPROD DEV
Teratology	/Journal/8314/teratology	3467	61	
Aquatic Botany	/Journal/8739/aquat-bot-aquatic-botany	3282	61	AQUAT BOT
Journal of Leukocyte Biology	/Journal/6678/j-leukocyte-biol-journal-of-leukocyte-biology	2490	61	J LEUKOCYTE BIOL
Plant and Cell Physiology	/Journal/9273/plant-cell-physiol-plant-and-cell-physiology	1952	61	PLANT CELL PHYSIOL
Coral Reefs	/Journal/8858/coral-reef-coral-reefs	1942	61	CORAL REEF
Genetic Epidemiology	/Journal/7686/genet-epidemiol-genetic-epidemiology	1903	61	GENET EPIDEMIOL
Atmospheric Environment. Part A. General Topics	/Journal/14197/atmospheric-environment-part-a-general-topics	1223	61	
Cytogenetic and Genome Research	/Journal/7637/cytogenet-genome-res-cytogenetic-and-genome-research	5791	60	CYTOGENET GENOME RES
Biochimica Et Biophysica Acta-gene Structure and Expression	/Journal/7571/bba-gene-struct-express-biochimica-et-biophysica-acta-gene-structure-and-expression	4964	60	BBA-GENE STRUCT EXPRESS
Mammalian Genome	/Journal/7745/mamm-genome-mammalian-genome	3404	60	MAMM GENOME
Genome	/Journal/7694/genome	2438	60	
Ecography	/Journal/5972/ecography	2207	60	
Biochimica Et Biophysica Acta-molecular and Cell Biology of Lipids	/Journal/1446/bba-mol-cell-biol-lipids-biochimica-et-biophysica-acta-molecular-and-cell-biology-of-lipids	1921	60	BBA-MOL CELL BIOL LIPIDS
Antioxidants & Redox Signaling	/Journal/1433/antioxid-redox-signal-antioxidants-&-redox-signaling	1811	60	ANTIOXID REDOX SIGNAL
Cellular Microbiology	/Journal/7449/cell-microbiol-cellular-microbiology	1492	60	CELL MICROBIOL
Genes To Cells	/Journal/7678/genes-cells-genes-to-cells	1366	60	GENES CELLS
Mutation Research-reviews in Mutation Research	/Journal/7778/mutat-res-rev-mutat-res-mutation-research-reviews-in-mutation-research	514	60	MUTAT RES-REV MUTAT RES
Cytokine	/Journal/7638/cytokine	5524	59	
Environmental Biology of Fishes	/Journal/8889/environ-biol-fish-environmental-biology-of-fishes	3931	59	ENVIRON BIOL FISH
Journal of Photochemistry and Photobiology B-biology	/Journal/1699/j-photochem-photobiol-b-biol-journal-of-photochemistry-and-photobiology-b-biology	3401	59	J PHOTOCHEM PHOTOBIOL B-BIOL
Glycobiology	/Journal/1614/glycobiology	2277	59	
Brain Behavior and Evolution	/Journal/7896/brain-behav-evol-brain-behavior-and-evolution	2084	59	BRAIN BEHAV EVOL
Trends in Parasitology	/Journal/7541/trends-parasitol-trends-in-parasitology	1658	59	TRENDS PARASITOL
Annual Review of Biophysics and Bioengineering	/Journal/17717/annual-review-of-biophysics-and-bioengineering	354	59	
Journal of Plankton Research	/Journal/9107/j-plankton-res-journal-of-plankton-research	3394	58	J PLANKTON RES
American Journal of Primatology	/Journal/8690/amer-j-primatol-american-journal-of-primatology	2693	58	AMER J PRIMATOL
Cancer Genetics and Cytogenetics	/Journal/2803/cancer-genet-cytogenet-cancer-genetics-and-cytogenetics	8528	57	CANCER GENET CYTOGENET
European Journal of Clinical Microbiology & Infectious Diseases	/Journal/7459/eur-j-clin-microbiol-infect-d-european-journal-of-clinical-microbiology-&-infectious-diseases	6351	57	EUR J CLIN MICROBIOL INFECT D
Chemico-biological Interactions	/Journal/8157/chem-biol-inter-chemico-biological-interactions	6118	57	CHEM-BIOL INTER
Veterinary Microbiology	/Journal/9421/vet-microbiol-veterinary-microbiology	5945	57	VET MICROBIOL
North American Journal of Fisheries Management	/Journal/9215/north-am-j-fish-manage-north-american-journal-of-fisheries-management	5411	57	NORTH AM J FISH MANAGE
Mycological Research	/Journal/14657/mycological-research	4393	57	
Current Genetics	/Journal/7627/curr-genetics-current-genetics	3696	57	CURR GENETICS
Clinical Biomechanics	/Journal/2866/clin-biomech-clinical-biomechanics	2716	57	CLIN BIOMECH
Insect Biochemistry and Molecular Biology	/Journal/8983/insect-biochem-molec-biol-insect-biochemistry-and-molecular-biology	2478	57	INSECT BIOCHEM MOLEC BIOL
Neurotoxicology and Teratology	/Journal/8079/neurotoxicol-teratol-neurotoxicology-and-teratology	2339	57	NEUROTOXICOL TERATOL
Nature Protocols	/Journal/1749/nat-protoc-nature-protocols	1882	57	NAT PROTOC
Journal of Marine Research	/Journal/9090/j-mar-res-journal-of-marine-research	1012	57	J MAR RES
Annual Review of Genomics and Human Genetics	/Journal/7565/annu-rev-genomic-hum-genet-annual-review-of-genomics-and-human-genetics	180	57	ANNU REV GENOMIC HUM GENET
Biochemistry and Cell Biology-biochimie Et Biologie Cellulaire	/Journal/7575/biochem-cell-biol-biochemistry-and-cell-biology-biochimie-et-biologie-cellulaire	8387	56	BIOCHEM CELL BIOL
Annals of Applied Biology	/Journal/1427/ann-appl-biol-annals-of-applied-biology	7905	56	ANN APPL BIOL
Journal of Medical Microbiology	/Journal/7489/j-med-microbiol-journal-of-medical-microbiology	5444	56	J MED MICROBIOL
Plant Cell Reports	/Journal/9274/plant-cell-rep-plant-cell-reports	5072	56	PLANT CELL REP
in Vitro Cellular & Developmental Biology-plant	/Journal/7714/in-vitro-cell-dev-biol-plant-in-vitro-cellular-&-developmental-biology-plant	4027	56	IN VITRO CELL DEV BIOL-PLANT
Biotechnology Progress	/Journal/1518/biotechnol-progr-biotechnology-progress	3683	56	BIOTECHNOL PROGR
Thyroid	/Journal/1820/thyroid	3120	56	
Cell Motility and The Cytoskeleton	/Journal/13141/cell-motil-cytoskeleton-cell-motility-and-the-cytoskeleton	2393	56	CELL MOTIL CYTOSKELETON
Primates	/Journal/9301/primates	2251	56	
Journal of Bioenergetics and Biomembranes	/Journal/1646/j-bioenerg-biomembrane-journal-of-bioenergetics-and-biomembranes	2015	56	J BIOENERG BIOMEMBRANE
Evolutionary Ecology	/Journal/6026/evol-ecol-evolutionary-ecology	1258	56	EVOL ECOL
Veterinary Parasitology	/Journal/9423/vet-parasitol-veterinary-parasitology	7641	55	VET PARASITOL
Journal of Virological Methods	/Journal/7499/j-virol-meth-journal-of-virological-methods	5635	55	J VIROL METH
Austral Ecology	/Journal/5932/austral-ecol-austral-ecology	2330	55	AUSTRAL ECOL
Dna Repair	/Journal/7654/dna-repair	1800	55	
Biotechnology Advances	/Journal/1508/biotechnol-adv-biotechnology-advances	1669	55	BIOTECHNOL ADV
Plant Disease	/Journal/9276/plant-dis-plant-disease	9197	54	PLANT DIS
International Journal of Radiation Biology	/Journal/1630/int-j-radiat-biol-international-journal-of-radiation-biology	7361	54	INT J RADIAT BIOL
European Journal of Human Genetics	/Journal/7663/eur-j-human-genet-european-journal-of-human-genetics	2792	54	EUR J HUMAN GENET
Folia Primatologica	/Journal/8930/folia-primatol-folia-primatologica	2011	54	FOLIA PRIMATOL
Plasmid	/Journal/7786/plasmid	1927	54	
International Journal of Primatology	/Journal/8997/int-j-primatol-international-journal-of-primatology	1899	54	INT J PRIMATOL
Fungal Genetics and Biology	/Journal/8944/fungal-genet-biol-fungal-genetics-and-biology	1468	54	FUNGAL GENET BIOL
Frontiers in Ecology and The Environment	/Journal/6032/front-ecol-environ-frontiers-in-ecology-and-the-environment	1075	54	FRONT ECOL ENVIRON
Ecological Entomology	/Journal/8878/ecol-entomol-ecological-entomology	4928	53	ECOL ENTOMOL
Letters in Applied Microbiology	/Journal/7502/lett-appl-microbiol-letters-in-applied-microbiology	4343	53	LETT APPL MICROBIOL
Journal of Pineal Research	/Journal/1705/j-pineal-res-journal-of-pineal-research	1881	53	J PINEAL RES
Restoration Ecology	/Journal/6163/restor-ecol-restoration-ecology	1361	53	RESTOR ECOL
Reviews in Fish Biology and Fisheries	/Journal/9322/rev-fish-biol-fisheries-reviews-in-fish-biology-and-fisheries	605	53	REV FISH BIOL FISHERIES
Euphytica	/Journal/8903/euphytica	8376	52	
Protoplasma	/Journal/9304/protoplasma	7769	52	
Equine Veterinary Journal	/Journal/8896/equine-vet-j-equine-veterinary-journal	5089	52	EQUINE VET J
Journal of Experimental Biology	/Journal/1678/j-exp-biol-journal-of-experimental-biology	4706	52	J EXP BIOL
Applied Animal Behaviour Science	/Journal/8730/appl-anim-behav-sci-applied-animal-behaviour-science	4110	52	APPL ANIM BEHAV SCI
Human Heredity	/Journal/7710/hum-hered-human-heredity	3511	52	HUM HERED
Journal of Genetics	/Journal/7728/j-genet-journal-of-genetics	2321	52	J GENET
Experimental Parasitology	/Journal/7461/exp-parasitol-experimental-parasitology	6155	51	EXP PARASITOL
Immunology and Cell Biology	/Journal/6637/immun-cell-biol-immunology-and-cell-biology	5789	51	IMMUN CELL BIOL
Hereditas	/Journal/7700/hereditas	4562	51	
Biomacromolecules	/Journal/1488/biomacromolecules	3826	51	
Animal Reproduction Science	/Journal/8703/anim-reprod-sci-animal-reproduction-science	3826	51	ANIM REPROD SCI
Clinical Microbiology and Infection	/Journal/7450/clin-microbiol-infect-clinical-microbiology-and-infection	3492	51	CLIN MICROBIOL INFECT
Journal of Tropical Ecology	/Journal/6114/j-trop-ecol-journal-of-tropical-ecology	1837	51	J TROP ECOL
Eukaryotic Cell	/Journal/7458/eukaryot-cell-eukaryotic-cell	1625	51	EUKARYOT CELL
Behavioral and Neural Biology	/Journal/14460/behavioral-and-neural-biology	1405	51	
Genes and Immunity	/Journal/7681/genes-immun-genes-and-immunity	1102	51	GENES IMMUN
Cell Stem Cell	/Journal/2835/cell-stem-cell	875	51	
Global Ecology and Biogeography	/Journal/6039/global-ecol-biogeogr-global-ecology-and-biogeography	866	51	GLOBAL ECOL BIOGEOGR
Dna Research	/Journal/7655/dna-res-dna-research	624	51	DNA RES
Critical Reviews in Microbiology	/Journal/7453/crit-rev-microbiol-critical-reviews-in-microbiology	483	51	CRIT REV MICROBIOL
Advances in Parasitology	/Journal/7428/advan-parasitol-advances-in-parasitology	305	51	ADVAN PARASITOL
Journal of Eukaryotic Microbiology	/Journal/7485/j-eukaryot-microbiol-journal-of-eukaryotic-microbiology	5972	50	J EUKARYOT MICROBIOL
Veterinary Immunology and Immunopathology	/Journal/9415/vet-immunol-immunopathol-veterinary-immunology-and-immunopathology	5189	50	VET IMMUNOL IMMUNOPATHOL
Entomologia Experimentalis Et Applicata	/Journal/8883/entomol-exp-appl-entomologia-experimentalis-et-applicata	5170	50	ENTOMOL EXP APPL
Journal of Toxicology and Environmental Health-part A-current Issues	/Journal/3752/j-toxicol-environ-health-pt-a-journal-of-toxicology-and-environmental-health-part-a-current-issues	4968	50	J TOXICOL ENVIRON HEALTH PT A
Ethology	/Journal/8902/ethology	3776	50	
Molecular Genetics and Metabolism	/Journal/7763/mol-genet-metab-molecular-genetics-and-metabolism	3117	50	MOL GENET METAB
Biosystems	/Journal/803/biosystems	3089	50	
Journal of Industrial Microbiology & Biotechnology	/Journal/1681/j-ind-microbiol-biotechnol-journal-of-industrial-microbiology-&-biotechnology	3052	50	J IND MICROBIOL BIOTECHNOL
Canadian Journal of Botany-revue Canadienne De Botanique	/Journal/8831/can-j-bot-canadian-journal-of-botany-revue-canadienne-de-botanique	3024	50	CAN J BOT
Research in Microbiology	/Journal/7532/res-microbiol-research-in-microbiology	2731	50	RES MICROBIOL
Journal of Marine Systems	/Journal/9091/j-marine-syst-journal-of-marine-systems	2529	50	J MARINE SYST
Environmental and Molecular Mutagenesis	/Journal/7659/environ-mol-mutagen-environmental-and-molecular-mutagenesis	2437	50	ENVIRON MOL MUTAGEN
